Y	,	X1	,	X2	,	X3	,	X4	,	X5	,	X6	,	X7	,	X8	,	X9	,	X10	,	X11	,	X12	,	X13	,	X14	,	X15	,	X16	,	X17	,	X18	,	X19	,	X20
231.0248071	,	12	,	2514.0294	,	1373.161071	,	350.3757	,	10.2632	,	0.517362	,	103.691	,	3.0897	,	32.4492	,	34.5492	,	-0.0269283	,	-2.33094	,	65.752	,	52.12	,	4.07983	,	695.094	,	767.513	,	0.228034	,	136.738	,	Middle
237.232243	,	12	,	2514.0294	,	1373.161071	,	350.3757	,	10.2632	,	0.517362	,	103.691	,	3.0897	,	32.4492	,	34.5492	,	-0.0269283	,	-2.33094	,	65.752	,	52.12	,	4.07983	,	695.094	,	767.513	,	0.228034	,	136.738	,	Middle
232.4810724	,	12	,	2514.0294	,	1373.161071	,	350.3757	,	10.2632	,	0.517362	,	103.691	,	3.0897	,	32.4492	,	34.5492	,	-0.0269283	,	-2.33094	,	65.752	,	52.12	,	4.07983	,	695.094	,	767.513	,	0.228034	,	136.738	,	Middle
235.8657624	,	12	,	2514.0294	,	1373.161071	,	350.3757	,	10.2632	,	0.517362	,	103.691	,	3.0897	,	32.4492	,	34.5492	,	-0.0269283	,	-2.33094	,	65.752	,	52.12	,	4.07983	,	695.094	,	767.513	,	0.228034	,	136.738	,	Middle
224.1561885	,	3	,	2408.8532	,	1359.911002	,	321.1315	,	10.0181	,	0.523318	,	107.109	,	2.9246	,	34.0375	,	36.1375	,	-0.0230947	,	-2.25535	,	64.4858	,	35.3998	,	4.06729	,	698.137	,	756.355	,	0.179654	,	130.224	,	Inner Center
218.9511937	,	3	,	2408.8532	,	1359.911002	,	321.1315	,	10.0181	,	0.523318	,	107.109	,	2.9246	,	34.0375	,	36.1375	,	-0.0230947	,	-2.25535	,	64.4858	,	35.3998	,	4.06729	,	698.137	,	756.355	,	0.179654	,	130.224	,	Inner Center
221.5085318	,	3	,	2408.8532	,	1359.911002	,	321.1315	,	10.0181	,	0.523318	,	107.109	,	2.9246	,	34.0375	,	36.1375	,	-0.0230947	,	-2.25535	,	64.4858	,	35.3998	,	4.06729	,	698.137	,	756.355	,	0.179654	,	130.224	,	Inner Center
240.5842337	,	7	,	2456.7692	,	1353.591749	,	329.6178	,	9.94382	,	0.533325	,	101.862	,	3.1078	,	32.8707	,	34.9707	,	-0.0246983	,	-2.25341	,	70.0259	,	41.3034	,	4.01622	,	689.811	,	745.232	,	0.214639	,	132.386	,	Center
232.3872172	,	7	,	2456.7692	,	1353.591749	,	329.6178	,	9.94382	,	0.533325	,	101.862	,	3.1078	,	32.8707	,	34.9707	,	-0.0246983	,	-2.25341	,	70.0259	,	41.3034	,	4.01622	,	689.811	,	745.232	,	0.214639	,	132.386	,	Center
232.7859414	,	7	,	2456.7692	,	1353.591749	,	329.6178	,	9.94382	,	0.533325	,	101.862	,	3.1078	,	32.8707	,	34.9707	,	-0.0246983	,	-2.25341	,	70.0259	,	41.3034	,	4.01622	,	689.811	,	745.232	,	0.214639	,	132.386	,	Center
222.6443874	,	7	,	2456.7692	,	1353.591749	,	329.6178	,	9.94382	,	0.533325	,	101.862	,	3.1078	,	32.8707	,	34.9707	,	-0.0246983	,	-2.25341	,	70.0259	,	41.3034	,	4.01622	,	689.811	,	745.232	,	0.214639	,	132.386	,	Center
226.4743687	,	7	,	2456.7692	,	1353.591749	,	329.6178	,	9.94382	,	0.533325	,	101.862	,	3.1078	,	32.8707	,	34.9707	,	-0.0246983	,	-2.25341	,	70.0259	,	41.3034	,	4.01622	,	689.811	,	745.232	,	0.214639	,	132.386	,	Center
238.4064207	,	13	,	2475.289	,	1382.511282	,	340.8815	,	10.1063	,	0.529313	,	106.685	,	3.0586	,	32.7956	,	34.8956	,	-0.0254537	,	-2.36665	,	66.083	,	44.8548	,	3.91339	,	697.57	,	745.702	,	0.194516	,	134.239	,	Middle
244.1989347	,	13	,	2475.289	,	1382.511282	,	340.8815	,	10.1063	,	0.529313	,	106.685	,	3.0586	,	32.7956	,	34.8956	,	-0.0254537	,	-2.36665	,	66.083	,	44.8548	,	3.91339	,	697.57	,	745.702	,	0.194516	,	134.239	,	Middle
242.3845691	,	13	,	2475.289	,	1382.511282	,	340.8815	,	10.1063	,	0.529313	,	106.685	,	3.0586	,	32.7956	,	34.8956	,	-0.0254537	,	-2.36665	,	66.083	,	44.8548	,	3.91339	,	697.57	,	745.702	,	0.194516	,	134.239	,	Middle
240.676022	,	13	,	2475.289	,	1382.511282	,	340.8815	,	10.1063	,	0.529313	,	106.685	,	3.0586	,	32.7956	,	34.8956	,	-0.0254537	,	-2.36665	,	66.083	,	44.8548	,	3.91339	,	697.57	,	745.702	,	0.194516	,	134.239	,	Middle
228.4425711	,	10	,	2454.9733	,	1385.970315	,	331.9343	,	9.92753	,	0.518719	,	103.413	,	3.2069	,	31.7466	,	33.8466	,	-0.0269941	,	-2.36895	,	67.3148	,	49.1353	,	4.0307	,	724.836	,	747.962	,	0.221452	,	135.147	,	Middle
230.5913048	,	10	,	2454.9733	,	1385.970315	,	331.9343	,	9.92753	,	0.518719	,	103.413	,	3.2069	,	31.7466	,	33.8466	,	-0.0269941	,	-2.36895	,	67.3148	,	49.1353	,	4.0307	,	724.836	,	747.962	,	0.221452	,	135.147	,	Middle
233.4758195	,	10	,	2454.9733	,	1385.970315	,	331.9343	,	9.92753	,	0.518719	,	103.413	,	3.2069	,	31.7466	,	33.8466	,	-0.0269941	,	-2.36895	,	67.3148	,	49.1353	,	4.0307	,	724.836	,	747.962	,	0.221452	,	135.147	,	Middle
235.1110228	,	11	,	2484.9956	,	1388.620206	,	346.4454	,	10.0756	,	0.513249	,	99.7225	,	3.0961	,	32.5693	,	34.6693	,	-0.026436	,	-2.31551	,	63.996	,	46.298	,	4.07099	,	682.744	,	757.227	,	0.202507	,	134.511	,	Middle
240.0590795	,	11	,	2484.9956	,	1388.620206	,	346.4454	,	10.0756	,	0.513249	,	99.7225	,	3.0961	,	32.5693	,	34.6693	,	-0.026436	,	-2.31551	,	63.996	,	46.298	,	4.07099	,	682.744	,	757.227	,	0.202507	,	134.511	,	Middle
233.7689335	,	11	,	2484.9956	,	1388.620206	,	346.4454	,	10.0756	,	0.513249	,	99.7225	,	3.0961	,	32.5693	,	34.6693	,	-0.026436	,	-2.31551	,	63.996	,	46.298	,	4.07099	,	682.744	,	757.227	,	0.202507	,	134.511	,	Middle
240.1088008	,	11	,	2484.9956	,	1388.620206	,	346.4454	,	10.0756	,	0.513249	,	99.7225	,	3.0961	,	32.5693	,	34.6693	,	-0.026436	,	-2.31551	,	63.996	,	46.298	,	4.07099	,	682.744	,	757.227	,	0.202507	,	134.511	,	Middle
231.9364891	,	9	,	2454.1198	,	1371.305632	,	328.8001	,	10.0109	,	0.522445	,	100.529	,	3.0781	,	32.556	,	34.656	,	-0.0252304	,	-2.32907	,	68.183	,	41.7467	,	3.9084	,	697.134	,	743.415	,	0.212624	,	133.883	,	Center
231.3841134	,	9	,	2454.1198	,	1371.305632	,	328.8001	,	10.0109	,	0.522445	,	100.529	,	3.0781	,	32.556	,	34.656	,	-0.0252304	,	-2.32907	,	68.183	,	41.7467	,	3.9084	,	697.134	,	743.415	,	0.212624	,	133.883	,	Center
233.4903574	,	9	,	2454.1198	,	1371.305632	,	328.8001	,	10.0109	,	0.522445	,	100.529	,	3.0781	,	32.556	,	34.656	,	-0.0252304	,	-2.32907	,	68.183	,	41.7467	,	3.9084	,	697.134	,	743.415	,	0.212624	,	133.883	,	Center
248.4326978	,	4	,	2454.5884	,	1363.326035	,	340.956	,	9.81457	,	0.520873	,	95.7513	,	3.2905	,	32.6764	,	34.7764	,	-0.0265928	,	-2.33193	,	66.5377	,	46.7265	,	3.99684	,	663.549	,	745.482	,	0.234651	,	131.552	,	Edge
235.2040297	,	4	,	2454.5884	,	1363.326035	,	340.956	,	9.81457	,	0.520873	,	95.7513	,	3.2905	,	32.6764	,	34.7764	,	-0.0265928	,	-2.33193	,	66.5377	,	46.7265	,	3.99684	,	663.549	,	745.482	,	0.234651	,	131.552	,	Edge
229.971106	,	4	,	2454.5884	,	1363.326035	,	340.956	,	9.81457	,	0.520873	,	95.7513	,	3.2905	,	32.6764	,	34.7764	,	-0.0265928	,	-2.33193	,	66.5377	,	46.7265	,	3.99684	,	663.549	,	745.482	,	0.234651	,	131.552	,	Edge
225.7709995	,	6	,	2443.0211	,	1381.663374	,	323.1666	,	10.157	,	0.522997	,	104.14	,	3.2193	,	32.6106	,	34.7106	,	-0.0260252	,	-2.30204	,	64.6089	,	40.6848	,	3.98104	,	702.84	,	730.287	,	0.236766	,	135.235	,	Center
231.0461198	,	6	,	2443.0211	,	1381.663374	,	323.1666	,	10.157	,	0.522997	,	104.14	,	3.2193	,	32.6106	,	34.7106	,	-0.0260252	,	-2.30204	,	64.6089	,	40.6848	,	3.98104	,	702.84	,	730.287	,	0.236766	,	135.235	,	Center
226.0973427	,	6	,	2443.0211	,	1381.663374	,	323.1666	,	10.157	,	0.522997	,	104.14	,	3.2193	,	32.6106	,	34.7106	,	-0.0260252	,	-2.30204	,	64.6089	,	40.6848	,	3.98104	,	702.84	,	730.287	,	0.236766	,	135.235	,	Center
235.8789083	,	2	,	2487.8044	,	1378.892955	,	348.8458	,	10.0497	,	0.522911	,	103.683	,	3.0739	,	33.6282	,	35.7282	,	-0.0255874	,	-2.38165	,	62.1357	,	49.2917	,	4.05034	,	706.42	,	799.462	,	0.155463	,	131.554	,	Edge
236.5015298	,	2	,	2487.8044	,	1378.892955	,	348.8458	,	10.0497	,	0.522911	,	103.683	,	3.0739	,	33.6282	,	35.7282	,	-0.0255874	,	-2.38165	,	62.1357	,	49.2917	,	4.05034	,	706.42	,	799.462	,	0.155463	,	131.554	,	Edge
236.12831	,	2	,	2487.8044	,	1378.892955	,	348.8458	,	10.0497	,	0.522911	,	103.683	,	3.0739	,	33.6282	,	35.7282	,	-0.0255874	,	-2.38165	,	62.1357	,	49.2917	,	4.05034	,	706.42	,	799.462	,	0.155463	,	131.554	,	Edge
233.7770755	,	2	,	2487.8044	,	1378.892955	,	348.8458	,	10.0497	,	0.522911	,	103.683	,	3.0739	,	33.6282	,	35.7282	,	-0.0255874	,	-2.38165	,	62.1357	,	49.2917	,	4.05034	,	706.42	,	799.462	,	0.155463	,	131.554	,	Edge
243.9934523	,	2	,	2487.8044	,	1378.892955	,	348.8458	,	10.0497	,	0.522911	,	103.683	,	3.0739	,	33.6282	,	35.7282	,	-0.0255874	,	-2.38165	,	62.1357	,	49.2917	,	4.05034	,	706.42	,	799.462	,	0.155463	,	131.554	,	Edge
228.7466353	,	8	,	2467.0048	,	1352.416236	,	331.5603	,	9.83235	,	0.527315	,	101.96	,	3.0946	,	32.9327	,	35.0327	,	-0.0254092	,	-2.22725	,	65.8037	,	41.9268	,	4.1398	,	698.595	,	735.296	,	0.21649	,	131.084	,	Center
228.4356947	,	8	,	2467.0048	,	1352.416236	,	331.5603	,	9.83235	,	0.527315	,	101.96	,	3.0946	,	32.9327	,	35.0327	,	-0.0254092	,	-2.22725	,	65.8037	,	41.9268	,	4.1398	,	698.595	,	735.296	,	0.21649	,	131.084	,	Center
237.0162993	,	8	,	2467.0048	,	1352.416236	,	331.5603	,	9.83235	,	0.527315	,	101.96	,	3.0946	,	32.9327	,	35.0327	,	-0.0254092	,	-2.22725	,	65.8037	,	41.9268	,	4.1398	,	698.595	,	735.296	,	0.21649	,	131.084	,	Center
230.6594139	,	8	,	2467.0048	,	1352.416236	,	331.5603	,	9.83235	,	0.527315	,	101.96	,	3.0946	,	32.9327	,	35.0327	,	-0.0254092	,	-2.22725	,	65.8037	,	41.9268	,	4.1398	,	698.595	,	735.296	,	0.21649	,	131.084	,	Center
229.6177783	,	8	,	2467.0048	,	1352.416236	,	331.5603	,	9.83235	,	0.527315	,	101.96	,	3.0946	,	32.9327	,	35.0327	,	-0.0254092	,	-2.22725	,	65.8037	,	41.9268	,	4.1398	,	698.595	,	735.296	,	0.21649	,	131.084	,	Center
231.3535068	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
235.912573	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
236.6562616	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
234.4365319	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
236.9623346	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
233.3401337	,	1	,	2488.3579	,	1369.349598	,	355.7076	,	9.92031	,	0.513651	,	100.187	,	3.3305	,	33.2806	,	35.3806	,	-0.0253434	,	-2.35384	,	64.5681	,	59.1224	,	4.07998	,	696.482	,	800.153	,	0.184442	,	131.11	,	Edge
240.4764744	,	11	,	2477.7163	,	1362.682946	,	341.5269	,	9.84283	,	0.502129	,	92.1148	,	3.2763	,	33.3906	,	35.4906	,	-0.0280647	,	-2.30171	,	62.5495	,	43.0774	,	3.98332	,	718.598	,	713.119	,	0.242184	,	130.044	,	Middle
243.4144259	,	11	,	2477.7163	,	1362.682946	,	341.5269	,	9.84283	,	0.502129	,	92.1148	,	3.2763	,	33.3906	,	35.4906	,	-0.0280647	,	-2.30171	,	62.5495	,	43.0774	,	3.98332	,	718.598	,	713.119	,	0.242184	,	130.044	,	Middle
242.6882376	,	11	,	2477.7163	,	1362.682946	,	341.5269	,	9.84283	,	0.502129	,	92.1148	,	3.2763	,	33.3906	,	35.4906	,	-0.0280647	,	-2.30171	,	62.5495	,	43.0774	,	3.98332	,	718.598	,	713.119	,	0.242184	,	130.044	,	Middle
239.5927845	,	11	,	2477.7163	,	1362.682946	,	341.5269	,	9.84283	,	0.502129	,	92.1148	,	3.2763	,	33.3906	,	35.4906	,	-0.0280647	,	-2.30171	,	62.5495	,	43.0774	,	3.98332	,	718.598	,	713.119	,	0.242184	,	130.044	,	Middle
215.0293986	,	9	,	2485.8038	,	1372.175104	,	342.4305	,	10.0386	,	0.516536	,	96.7777	,	3.3666	,	33.1216	,	35.2216	,	-0.0328261	,	-2.24984	,	61.0762	,	44.595	,	3.95048	,	697.148	,	739.766	,	0.254918	,	132.716	,	Center
219.1231228	,	9	,	2485.8038	,	1372.175104	,	342.4305	,	10.0386	,	0.516536	,	96.7777	,	3.3666	,	33.1216	,	35.2216	,	-0.0328261	,	-2.24984	,	61.0762	,	44.595	,	3.95048	,	697.148	,	739.766	,	0.254918	,	132.716	,	Center
221.4832248	,	9	,	2485.8038	,	1372.175104	,	342.4305	,	10.0386	,	0.516536	,	96.7777	,	3.3666	,	33.1216	,	35.2216	,	-0.0328261	,	-2.24984	,	61.0762	,	44.595	,	3.95048	,	697.148	,	739.766	,	0.254918	,	132.716	,	Center
227.9782826	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
230.4866887	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
224.6006547	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
231.1976327	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
226.7726134	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
230.4112986	,	5	,	2477.7976	,	1376.701647	,	346.5697	,	9.80865	,	0.51118	,	97.5826	,	3.3633	,	33.0911	,	35.1911	,	-0.0323253	,	-2.28095	,	54.6882	,	53.8886	,	3.93185	,	684.239	,	758.743	,	0.212941	,	130.441	,	Edge
232.2523609	,	10	,	2466.6531	,	1363.586935	,	338.7462	,	9.84194	,	0.5018	,	91.6345	,	3.3576	,	32.8041	,	34.9041	,	-0.0302858	,	-2.26117	,	61.3793	,	46.7428	,	3.93028	,	724.675	,	709.273	,	0.253437	,	131.509	,	Middle
231.3021193	,	10	,	2466.6531	,	1363.586935	,	338.7462	,	9.84194	,	0.5018	,	91.6345	,	3.3576	,	32.8041	,	34.9041	,	-0.0302858	,	-2.26117	,	61.3793	,	46.7428	,	3.93028	,	724.675	,	709.273	,	0.253437	,	131.509	,	Middle
224.1086374	,	4	,	2451.804	,	1374.716696	,	325.9397	,	9.88945	,	0.490009	,	96.7293	,	3.3129	,	33.2929	,	35.3929	,	-0.0276062	,	-2.28128	,	58.5042	,	45.1101	,	3.84085	,	683.504	,	695.104	,	0.241943	,	130.764	,	Edge
228.9895188	,	4	,	2451.804	,	1374.716696	,	325.9397	,	9.88945	,	0.490009	,	96.7293	,	3.3129	,	33.2929	,	35.3929	,	-0.0276062	,	-2.28128	,	58.5042	,	45.1101	,	3.84085	,	683.504	,	695.104	,	0.241943	,	130.764	,	Edge
229.9994906	,	13	,	2510.9495	,	1378.407786	,	351.7644	,	10.0048	,	0.523151	,	95.6598	,	3.2296	,	33.5372	,	35.6372	,	-0.0335772	,	-2.27401	,	58.2167	,	44.9392	,	4.07791	,	706.071	,	734.101	,	0.219562	,	131.327	,	Middle
231.9033358	,	13	,	2510.9495	,	1378.407786	,	351.7644	,	10.0048	,	0.523151	,	95.6598	,	3.2296	,	33.5372	,	35.6372	,	-0.0335772	,	-2.27401	,	58.2167	,	44.9392	,	4.07791	,	706.071	,	734.101	,	0.219562	,	131.327	,	Middle
230.6647306	,	13	,	2510.9495	,	1378.407786	,	351.7644	,	10.0048	,	0.523151	,	95.6598	,	3.2296	,	33.5372	,	35.6372	,	-0.0335772	,	-2.27401	,	58.2167	,	44.9392	,	4.07791	,	706.071	,	734.101	,	0.219562	,	131.327	,	Middle
230.4789393	,	13	,	2510.9495	,	1378.407786	,	351.7644	,	10.0048	,	0.523151	,	95.6598	,	3.2296	,	33.5372	,	35.6372	,	-0.0335772	,	-2.27401	,	58.2167	,	44.9392	,	4.07791	,	706.071	,	734.101	,	0.219562	,	131.327	,	Middle
239.2172707	,	12	,	2522.9198	,	1360.6266	,	356.867	,	10.0447	,	0.51444	,	96.9888	,	3.2179	,	33.4727	,	35.5727	,	-0.0329558	,	-2.29123	,	65.1855	,	49.0848	,	4.00158	,	715.851	,	718.506	,	0.250389	,	131.892	,	Middle
242.3858049	,	12	,	2522.9198	,	1360.6266	,	356.867	,	10.0447	,	0.51444	,	96.9888	,	3.2179	,	33.4727	,	35.5727	,	-0.0329558	,	-2.29123	,	65.1855	,	49.0848	,	4.00158	,	715.851	,	718.506	,	0.250389	,	131.892	,	Middle
232.0171087	,	12	,	2522.9198	,	1360.6266	,	356.867	,	10.0447	,	0.51444	,	96.9888	,	3.2179	,	33.4727	,	35.5727	,	-0.0329558	,	-2.29123	,	65.1855	,	49.0848	,	4.00158	,	715.851	,	718.506	,	0.250389	,	131.892	,	Middle
241.9138474	,	12	,	2522.9198	,	1360.6266	,	356.867	,	10.0447	,	0.51444	,	96.9888	,	3.2179	,	33.4727	,	35.5727	,	-0.0329558	,	-2.29123	,	65.1855	,	49.0848	,	4.00158	,	715.851	,	718.506	,	0.250389	,	131.892	,	Middle
221.0372469	,	8	,	2478.7489	,	1370.567114	,	339.1802	,	9.94743	,	0.513799	,	97.8252	,	3.2251	,	33.3007	,	35.4007	,	-0.0320913	,	-2.185	,	58.6162	,	42.9795	,	4.05366	,	700.48	,	713.91	,	0.1933	,	131.336	,	Center
213.0417128	,	8	,	2478.7489	,	1370.567114	,	339.1802	,	9.94743	,	0.513799	,	97.8252	,	3.2251	,	33.3007	,	35.4007	,	-0.0320913	,	-2.185	,	58.6162	,	42.9795	,	4.05366	,	700.48	,	713.91	,	0.1933	,	131.336	,	Center
223.2930788	,	8	,	2478.7489	,	1370.567114	,	339.1802	,	9.94743	,	0.513799	,	97.8252	,	3.2251	,	33.3007	,	35.4007	,	-0.0320913	,	-2.185	,	58.6162	,	42.9795	,	4.05366	,	700.48	,	713.91	,	0.1933	,	131.336	,	Center
211.5074959	,	8	,	2478.7489	,	1370.567114	,	339.1802	,	9.94743	,	0.513799	,	97.8252	,	3.2251	,	33.3007	,	35.4007	,	-0.0320913	,	-2.185	,	58.6162	,	42.9795	,	4.05366	,	700.48	,	713.91	,	0.1933	,	131.336	,	Center
220.5089103	,	8	,	2478.7489	,	1370.567114	,	339.1802	,	9.94743	,	0.513799	,	97.8252	,	3.2251	,	33.3007	,	35.4007	,	-0.0320913	,	-2.185	,	58.6162	,	42.9795	,	4.05366	,	700.48	,	713.91	,	0.1933	,	131.336	,	Center
238.1702165	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
235.6758376	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
237.2696109	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
236.9644712	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
240.1335019	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
236.5416385	,	1	,	2488.4369	,	1357.809521	,	354.5582	,	9.59964	,	0.500654	,	95.8061	,	3.4632	,	34.0073	,	36.1073	,	-0.0285886	,	-2.2772	,	62.1077	,	60.9695	,	3.98932	,	719.968	,	730.277	,	0.242956	,	126.049	,	Edge
234.714367	,	2	,	2516.2767	,	1364.497255	,	354.5051	,	9.90936	,	0.520465	,	97.3689	,	3.3605	,	34.0715	,	36.1715	,	-0.0332036	,	-2.30154	,	57.6933	,	54.2049	,	3.97846	,	693.438	,	740.879	,	0.178076	,	129.046	,	Edge
235.9081942	,	2	,	2516.2767	,	1364.497255	,	354.5051	,	9.90936	,	0.520465	,	97.3689	,	3.3605	,	34.0715	,	36.1715	,	-0.0332036	,	-2.30154	,	57.6933	,	54.2049	,	3.97846	,	693.438	,	740.879	,	0.178076	,	129.046	,	Edge
240.472726	,	2	,	2516.2767	,	1364.497255	,	354.5051	,	9.90936	,	0.520465	,	97.3689	,	3.3605	,	34.0715	,	36.1715	,	-0.0332036	,	-2.30154	,	57.6933	,	54.2049	,	3.97846	,	693.438	,	740.879	,	0.178076	,	129.046	,	Edge
240.3897319	,	2	,	2516.2767	,	1364.497255	,	354.5051	,	9.90936	,	0.520465	,	97.3689	,	3.3605	,	34.0715	,	36.1715	,	-0.0332036	,	-2.30154	,	57.6933	,	54.2049	,	3.97846	,	693.438	,	740.879	,	0.178076	,	129.046	,	Edge
247.2824985	,	2	,	2516.2767	,	1364.497255	,	354.5051	,	9.90936	,	0.520465	,	97.3689	,	3.3605	,	34.0715	,	36.1715	,	-0.0332036	,	-2.30154	,	57.6933	,	54.2049	,	3.97846	,	693.438	,	740.879	,	0.178076	,	129.046	,	Edge
218.5250469	,	7	,	2453.1306	,	1368.394253	,	328.6468	,	10.0449	,	0.507837	,	95.2071	,	3.2653	,	33.7578	,	35.8578	,	-0.0287293	,	-2.19351	,	56.6651	,	41.2648	,	4.00721	,	697.257	,	726.643	,	0.237019	,	131.183	,	Center
213.2631394	,	7	,	2453.1306	,	1368.394253	,	328.6468	,	10.0449	,	0.507837	,	95.2071	,	3.2653	,	33.7578	,	35.8578	,	-0.0287293	,	-2.19351	,	56.6651	,	41.2648	,	4.00721	,	697.257	,	726.643	,	0.237019	,	131.183	,	Center
215.657503	,	7	,	2453.1306	,	1368.394253	,	328.6468	,	10.0449	,	0.507837	,	95.2071	,	3.2653	,	33.7578	,	35.8578	,	-0.0287293	,	-2.19351	,	56.6651	,	41.2648	,	4.00721	,	697.257	,	726.643	,	0.237019	,	131.183	,	Center
214.0147059	,	7	,	2453.1306	,	1368.394253	,	328.6468	,	10.0449	,	0.507837	,	95.2071	,	3.2653	,	33.7578	,	35.8578	,	-0.0287293	,	-2.19351	,	56.6651	,	41.2648	,	4.00721	,	697.257	,	726.643	,	0.237019	,	131.183	,	Center
200.8258298	,	3	,	2425.4935	,	1373.484222	,	325.0565	,	10.1123	,	0.511863	,	100.996	,	3.1868	,	34.115	,	36.215	,	-0.0306755	,	-2.20093	,	55.3019	,	38.1272	,	4.06808	,	686.875	,	734.437	,	0.24389	,	130.979	,	Inner Center
205.3798558	,	3	,	2425.4935	,	1373.484222	,	325.0565	,	10.1123	,	0.511863	,	100.996	,	3.1868	,	34.115	,	36.215	,	-0.0306755	,	-2.20093	,	55.3019	,	38.1272	,	4.06808	,	686.875	,	734.437	,	0.24389	,	130.979	,	Inner Center
217.6129623	,	6	,	2458.9362	,	1380.604703	,	329.446	,	10.0753	,	0.515759	,	96.1188	,	3.3435	,	33.4949	,	35.5949	,	-0.0303897	,	-2.27296	,	55.8858	,	40.7415	,	3.91913	,	708.791	,	712.652	,	0.211945	,	132.146	,	Center
219.1185987	,	6	,	2458.9362	,	1380.604703	,	329.446	,	10.0753	,	0.515759	,	96.1188	,	3.3435	,	33.4949	,	35.5949	,	-0.0303897	,	-2.27296	,	55.8858	,	40.7415	,	3.91913	,	708.791	,	712.652	,	0.211945	,	132.146	,	Center
