ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,CDAccount,PLoan
1237,31,6,81,4,2.2,2,116,No,No
1238,38,13,169,1,6.8,3,0,Yes,Yes
1239,28,2,63,2,1.6,3,0,No,No
1240,51,26,12,2,0.7,3,109,No,No
1241,52,27,15,4,0.8,1,101,No,No
1242,64,38,39,1,0.5,3,0,Yes,No
1243,29,4,44,4,2.0,2,0,No,No
1244,34,10,110,1,4.0,1,0,No,No
1245,33,8,130,3,6.3,2,99,No,Yes
1246,46,21,41,1,1.4,3,128,No,No
1247,48,22,59,1,1.4,3,241,No,No
1248,52,28,39,2,0.8,1,0,No,No
1249,44,19,35,4,0.0,2,0,No,No
1250,51,27,80,1,2.6,2,0,No,No
1251,47,20,81,1,2.67,2,0,No,No
1252,39,13,31,2,0.8,3,0,No,No
1253,42,17,93,4,1.9,3,0,No,No
1254,57,33,45,4,1.5,1,204,No,No
1255,36,12,40,2,0.6,3,0,No,No
1256,27,1,80,2,1.6,3,185,No,No
1257,31,7,20,1,0.4,3,0,No,No
1258,63,37,41,1,0.5,3,0,No,No
1259,34,8,31,1,0.3,1,104,No,No
1260,52,27,35,4,0.2,2,0,No,No
1261,57,31,40,3,1.4,3,137,No,No
1262,63,39,84,1,1.8,3,0,No,No
1263,26,1,53,2,1.6,3,0,No,No
1264,35,5,85,4,4.0,3,0,No,No
1265,58,33,138,2,3.9,1,0,No,No
1266,32,2,71,2,1.75,3,108,No,No
1267,64,39,113,1,0.8,3,0,No,No
1268,50,23,23,2,1.0,2,0,No,No
1269,34,9,62,3,2.3,1,0,No,No
1270,36,11,14,4,0.2,3,100,No,No
1271,43,18,60,2,2.2,3,0,No,No
1272,28,4,94,3,0.8,1,236,No,No
1273,64,39,83,3,1.8,2,0,No,No
1274,60,35,130,3,6.3,3,437,Yes,Yes
1275,62,37,61,4,1.7,1,0,No,No
1276,27,2,92,2,3.1,1,178,No,No
1277,42,16,20,2,0.8,3,117,No,No
1278,45,20,194,2,8.8,1,428,No,No
1279,36,10,74,1,2.5,1,0,No,No
1280,48,22,84,2,0.4,3,145,No,No
1281,65,40,98,3,1.8,2,333,No,No
1282,39,15,52,3,2.33,1,0,No,No
1283,51,26,55,1,1.3,2,236,No,No
1284,30,6,64,4,3.4,1,117,No,No
1285,65,40,128,1,2.5,1,162,No,No
1286,38,13,113,4,1.7,2,0,No,Yes
1287,29,3,50,3,1.1,2,0,No,No
1288,42,18,54,4,2.2,2,0,No,No
1289,63,38,129,1,0.9,1,366,No,No
1290,46,21,82,4,0.4,1,0,No,No
1291,62,38,100,4,1.7,2,0,No,No
1292,58,34,44,4,2.2,1,0,No,No
1293,56,30,164,4,0.5,2,234,Yes,Yes
1294,56,31,81,2,3.7,1,121,No,No
1295,34,10,71,1,0.1,1,257,No,No
1296,42,17,28,1,0.5,3,90,No,No
1297,30,6,80,3,1.5,1,219,No,No
1298,61,35,90,4,1.9,2,0,No,No
1299,38,14,74,1,3.6,2,0,No,No
1300,50,25,14,2,0.7,3,0,No,No
1301,61,36,23,2,0.5,2,103,No,No
1302,41,17,153,1,1.7,1,337,No,No
1303,42,16,38,3,0.9,3,0,No,No
1304,29,5,112,2,2.0,2,382,No,No
1305,51,26,145,1,8.1,1,397,No,No
1306,32,6,28,2,0.3,2,88,No,No
1307,34,9,31,4,1.1,3,0,No,No
1308,26,2,195,1,6.33,1,0,No,No
1309,54,24,50,3,2.0,3,0,No,No
1310,38,14,71,4,2.0,3,0,No,No
1311,62,36,21,3,0.3,3,0,No,No
1312,37,11,35,2,0.8,3,125,No,No
1313,46,21,42,1,2.4,1,0,No,No
1314,52,27,78,4,3.6,3,141,No,No
1315,32,6,73,4,2.2,2,0,No,No
1316,49,25,53,2,1.0,3,181,No,No
1317,28,3,51,2,1.6,3,123,No,No
1318,55,30,40,2,2.3,3,0,No,No
1319,52,26,178,1,1.0,1,0,No,No
1320,32,6,35,2,0.3,1,0,No,No
1321,31,7,192,1,0.0,2,0,No,Yes
1322,27,3,123,1,5.4,1,0,No,No
1323,32,5,48,2,1.67,2,0,Yes,No
1324,52,26,45,3,0.6,2,0,No,No
1325,52,28,15,1,0.2,1,0,No,No
1326,50,24,79,1,0.3,1,120,No,No
1327,32,5,63,4,2.0,2,0,No,No
1328,61,35,30,2,0.2,3,0,No,No
1329,60,36,145,4,6.9,1,380,No,Yes
1330,28,4,32,3,1.0,2,0,No,No
1331,34,9,64,2,0.1,1,224,No,No
1332,31,7,84,1,0.1,1,0,No,No
1333,31,5,21,1,0.4,2,0,No,No
1334,62,38,99,4,1.7,2,0,No,No
1335,47,22,35,2,1.3,1,0,No,No
1336,50,24,180,1,1.7,1,0,No,No
1337,36,12,42,1,1.33,1,0,No,No
1338,26,0,179,4,2.1,2,0,No,Yes
1339,51,27,42,4,0.1,3,0,No,No
1340,52,25,180,2,9.0,2,297,No,Yes
1341,35,11,82,4,3.4,1,0,No,No
1342,42,16,55,2,0.7,1,149,No,No
1343,36,12,79,2,2.2,1,0,No,No
1344,41,17,48,2,0.6,3,215,No,No
1345,49,25,93,1,2.7,1,0,No,No
1346,57,32,23,2,0.2,3,0,No,No
1347,44,20,50,3,2.33,1,200,No,No
1348,60,34,85,2,2.0,1,0,No,No
1349,38,14,35,1,1.5,2,97,No,No
1350,26,2,171,3,6.0,2,0,No,Yes
1351,29,2,29,4,1.5,2,0,No,No
1352,59,35,84,1,1.8,3,0,No,No
1353,51,27,20,4,0.5,2,0,No,No
1354,50,25,14,1,0.4,3,0,No,No
1355,35,10,179,1,8.6,1,357,No,No
1356,61,37,48,1,0.8,1,158,No,No
1357,42,16,74,1,2.8,1,0,No,No
1358,55,29,53,1,1.4,1,0,No,No
1359,50,25,83,1,2.8,2,0,No,No
1360,64,40,171,2,2.1,1,433,No,No
1361,54,28,85,4,4.9,1,0,No,No
1362,50,26,38,4,0.9,2,0,No,No
1363,31,5,85,3,1.6,1,157,No,No
1364,32,8,79,1,0.1,1,0,No,No
1365,44,19,69,4,0.4,1,0,No,No
1366,60,35,43,3,0.9,3,0,No,No
1367,60,34,33,2,0.3,1,101,No,No
1368,62,38,42,3,0.1,3,149,No,No
1369,46,21,40,4,1.9,3,122,No,No
1370,57,33,43,1,1.8,3,0,No,No
1371,30,5,20,4,0.5,3,117,No,No
1372,58,32,65,3,2.5,1,222,No,No
1373,39,13,139,3,3.4,1,483,No,Yes
1374,60,35,135,3,0.3,3,0,No,Yes
1375,59,34,84,3,1.6,3,0,No,No
1376,50,26,179,1,2.9,3,0,No,Yes
1377,63,39,45,4,1.3,2,86,No,No
1378,27,3,109,2,2.5,1,0,No,No
1379,54,29,34,4,0.1,3,0,No,No
1380,62,37,162,1,1.3,1,0,No,No
1381,60,34,105,2,1.4,1,0,No,No
1382,38,12,22,3,0.2,2,0,No,No
1383,34,8,82,2,1.8,1,178,No,No
1384,65,41,105,4,1.7,2,230,No,No
1385,55,31,62,1,1.8,3,0,No,No
1386,57,31,82,2,2.0,1,83,No,No
1387,27,3,72,4,0.0,1,0,No,No
1388,35,10,38,4,1.7,1,0,No,No
1389,52,28,25,4,1.0,1,0,No,No
1390,45,15,20,1,0.75,3,0,No,No
1391,29,3,80,4,1.8,2,0,No,No
1392,44,18,84,3,1.1,1,0,No,No
1393,47,23,33,1,1.0,1,0,No,No
1394,62,37,55,3,0.9,3,0,No,No
1395,52,27,33,2,0.7,2,0,No,No
1396,47,23,190,4,0.3,3,305,No,Yes
1397,42,18,43,1,0.3,3,158,No,No
1398,65,41,45,3,0.1,3,0,No,No
1399,42,18,141,1,3.5,1,0,No,No
1400,40,16,69,4,2.4,1,0,No,No
1401,32,8,78,4,0.1,2,0,No,No
1402,40,15,84,1,3.7,3,0,No,No
1403,55,29,172,1,5.2,2,0,No,Yes
1404,32,6,51,4,0.2,1,154,No,No
1405,58,28,75,1,1.4,3,0,No,No
1406,46,22,183,1,3.1,2,0,Yes,Yes
1407,53,23,20,4,0.4,3,0,No,No
1408,63,39,101,2,3.9,3,294,No,Yes
1409,40,14,129,1,5.9,3,0,No,Yes
1410,41,17,63,2,3.2,1,0,No,No
1411,60,35,44,4,2.1,1,0,No,No
1412,65,39,184,1,5.4,3,176,Yes,Yes
1413,59,33,100,2,2.0,1,127,No,No
1414,48,24,12,3,0.4,1,0,No,No
1415,59,33,68,2,2.3,3,128,No,No
1416,33,8,48,1,1.0,1,212,No,No
1417,40,15,82,2,0.4,1,0,No,No
1418,42,18,52,2,2.5,1,0,No,No
1419,65,41,154,2,4.6,2,0,Yes,Yes
1420,30,4,39,1,1.5,1,0,No,No
1421,30,4,40,1,0.3,1,0,Yes,No
1422,42,17,54,4,1.9,3,164,No,No
1423,32,8,32,2,1.0,2,103,Yes,No
1424,55,30,64,2,2.3,3,0,No,No
1425,29,3,92,2,1.3,1,287,No,No
1426,64,38,40,1,2.5,3,94,No,No
1427,37,11,60,3,0.5,3,0,No,No
1428,31,5,85,2,1.3,1,119,No,No
1429,25,-1,21,4,0.4,1,90,No,No
1430,31,5,35,1,0.6,3,171,No,No
1431,32,7,52,2,0.1,1,0,No,No
1432,58,34,128,1,7.4,1,0,No,No
1433,26,2,195,1,6.33,1,0,No,No
1434,51,25,68,2,1.5,2,117,No,No
1435,65,41,55,2,1.1,1,0,No,No
1436,43,17,55,1,0.2,1,0,No,No
1437,46,21,80,4,0.4,1,0,No,No
1438,28,3,123,1,0.8,1,146,No,No
1439,63,37,90,4,1.9,2,106,No,No
1440,59,29,61,1,1.4,3,0,No,No
1441,42,15,41,3,2.5,2,0,No,No
1442,58,33,43,2,1.6,3,0,No,No
1443,39,13,71,3,0.1,1,162,No,No
1444,36,12,25,4,1.0,1,0,No,No
1445,60,33,154,1,3.0,2,0,Yes,Yes
1446,47,21,141,1,2.4,1,0,No,No
1447,29,4,22,2,0.9,3,110,No,No
1448,52,28,145,2,6.8,1,0,No,No
1449,41,16,49,3,0.5,3,0,No,No
1450,63,37,109,1,2.0,1,0,No,No
1451,59,34,80,3,0.5,1,0,No,No
1452,44,20,82,4,1.4,2,201,No,No
1453,54,28,52,4,2.5,1,0,No,No
1454,29,5,85,3,2.5,1,0,No,No
1455,51,25,148,1,1.0,1,0,No,No
1456,63,39,160,2,2.1,1,0,No,No
1457,36,11,39,4,1.7,1,0,No,No
1458,42,16,25,2,0.8,3,0,No,No
1459,51,25,33,1,1.4,3,0,No,No
1460,47,20,38,3,2.5,2,0,No,No
1461,40,16,85,4,0.2,3,0,No,No
1462,54,28,48,1,0.2,1,0,No,No
1463,47,21,15,4,0.6,3,77,No,No
1464,35,10,94,1,0.0,1,174,No,No
1465,28,4,120,2,0.6,1,0,No,No
1466,45,19,60,1,0.7,3,159,No,No
1467,33,9,145,2,4.33,1,277,No,No
1468,62,36,29,2,0.7,3,0,No,No
1469,45,18,78,3,2.67,2,0,No,No
1470,59,35,59,4,1.2,2,0,No,No
1471,58,28,80,2,4.5,3,0,No,No
1472,52,26,180,1,1.0,1,0,No,No
1473,34,8,8,3,0.1,2,83,No,No
1474,65,35,23,1,1.5,3,0,No,No
1475,48,23,79,2,3.8,3,0,No,No
1476,44,19,78,2,3.8,3,268,No,No
1477,61,37,64,1,0.0,2,0,No,No
1478,40,14,64,4,0.2,3,0,No,No
1479,65,39,160,4,3.8,1,237,No,Yes
1480,28,4,43,1,1.0,3,102,No,No
1481,67,42,32,1,1.1,3,0,No,No
1482,35,9,179,2,0.0,1,76,No,No
1483,60,35,8,1,0.1,1,0,No,No
1484,58,32,63,1,1.6,1,0,No,No
1485,55,30,40,2,2.3,3,0,No,No
1486,34,9,99,4,2.2,2,155,No,No
1487,35,9,141,2,4.5,2,0,No,Yes
1488,28,4,159,1,1.5,1,0,No,No
1489,38,12,39,2,0.3,1,174,No,No
1490,62,38,99,4,1.7,2,0,No,No
1491,30,4,18,4,0.3,2,0,No,No
1492,38,12,38,2,0.3,1,0,No,No
1493,33,8,133,1,0.0,1,0,No,No
1494,58,34,84,2,2.8,1,0,No,No
1495,59,35,60,1,0.0,2,0,No,No
1496,52,28,178,3,5.4,3,147,No,Yes
1497,36,12,18,1,0.5,3,0,No,No
1498,45,21,73,1,0.8,3,0,No,No
1499,49,23,125,1,7.3,1,0,No,No
1500,52,26,91,1,4.3,2,0,Yes,Yes
1501,54,28,74,2,1.1,1,0,No,No
1502,30,4,35,2,0.3,2,0,No,No
1503,65,39,113,1,2.0,1,0,No,No
1504,34,8,52,4,2.2,2,0,No,No
1505,30,6,191,2,4.4,2,0,No,Yes
1506,51,25,18,1,0.3,3,93,No,No
1507,52,27,25,2,0.0,1,0,No,No
1508,43,18,50,4,1.9,3,0,No,No
1509,35,10,75,4,0.7,3,0,No,No
1510,56,26,92,2,4.5,3,0,No,No
1511,57,32,33,2,2.0,2,0,No,No
1512,58,32,65,3,2.2,3,0,No,No
1513,53,28,44,3,1.7,1,0,No,No
1514,45,21,183,2,1.4,1,354,No,No
1515,44,20,175,2,1.4,1,0,No,No
1516,54,28,28,4,1.5,3,0,No,No
1517,41,17,49,4,2.2,2,0,No,No
1518,52,26,45,4,1.8,1,0,No,No
1519,43,17,64,4,3.0,3,221,No,Yes
1520,63,38,22,3,0.1,3,90,No,No
1521,54,30,120,1,7.4,1,119,No,No
1522,33,8,175,2,6.7,1,102,No,No
1523,25,-1,101,4,2.3,3,256,No,No
1524,41,16,104,1,1.0,3,0,No,No
1525,40,16,155,4,0.1,3,0,Yes,Yes
1526,43,18,58,1,2.4,1,0,No,No
1527,36,10,80,4,2.2,2,0,No,No
1528,57,33,45,1,1.8,3,195,No,No
1529,34,9,134,1,4.6,1,164,No,No
1530,38,14,58,4,2.0,3,153,No,No
1531,47,21,20,1,0.2,1,0,No,No
1532,39,13,25,4,1.5,3,0,No,No
1533,45,20,55,1,0.3,1,0,No,No
1534,62,37,155,1,1.3,1,0,No,No
1535,59,34,30,1,1.3,1,0,No,No
1536,61,37,39,4,0.4,1,0,No,No
1537,36,12,73,4,2.0,3,188,No,No
1538,58,34,41,4,1.3,1,0,No,No
1539,55,30,34,4,0.1,3,157,No,No
1540,29,5,21,3,0.9,3,119,No,No
1541,34,8,11,4,0.3,1,0,Yes,No
1542,61,35,154,2,6.9,1,0,No,No
1543,50,20,19,4,0.4,3,0,No,No
1544,52,26,101,2,2.4,2,0,No,No
1545,39,15,24,1,1.0,1,116,No,No
1546,55,29,131,2,2.7,1,0,No,No
1547,33,9,105,1,4.0,1,0,No,No
1548,47,21,52,1,1.2,2,194,No,No
1549,57,32,21,4,0.9,2,113,No,No
1550,57,31,45,3,1.4,1,198,No,No
1551,40,14,39,1,2.0,1,0,No,No
1552,50,25,192,2,2.8,1,238,No,No
1553,29,5,195,1,4.3,1,0,No,No
1554,46,22,83,3,0.7,1,0,No,No
1555,42,15,34,3,1.0,2,0,No,No
1556,59,33,49,4,1.7,2,104,No,No
1557,31,1,60,4,4.0,3,244,No,No
1558,51,25,41,4,1.8,1,0,No,No
1559,35,10,72,3,2.3,1,285,No,No
1560,59,35,102,4,3.0,2,115,No,Yes
1561,35,10,31,3,1.3,1,0,No,No
1562,46,20,73,1,1.5,2,128,No,No
1563,34,9,89,1,0.0,1,0,No,No
1564,55,29,19,4,0.7,3,121,No,No
1565,64,40,63,4,1.2,2,0,No,No
1566,34,9,104,3,1.2,3,0,No,No
1567,61,35,40,1,0.8,2,128,No,No
1568,63,39,92,2,0.0,3,0,No,No
1569,59,33,72,2,0.7,2,226,No,No
1570,51,27,44,3,1.9,2,141,No,No
1571,41,16,114,4,3.5,1,0,No,Yes
1572,37,13,73,4,2.4,1,0,No,No
1573,64,40,63,4,1.2,2,0,No,No
1574,44,20,69,1,0.8,3,184,Yes,No
1575,62,37,42,3,1.5,1,0,No,No
1576,50,26,88,1,2.7,1,0,No,No
1577,43,18,98,2,0.4,1,0,No,No
1578,34,8,65,1,3.0,1,227,No,Yes
1579,38,13,12,2,0.3,2,104,No,No
1580,29,5,122,4,3.0,1,0,No,Yes
1581,39,14,12,2,0.0,3,0,No,No
1582,53,29,24,2,0.2,1,0,No,No
1583,43,19,170,4,4.25,1,318,Yes,Yes
1584,61,36,184,4,2.3,2,342,Yes,Yes
1585,46,20,25,4,0.6,3,125,No,No
1586,57,31,131,2,2.7,1,0,No,No
1587,59,33,50,2,2.3,3,0,No,No
1588,52,28,21,2,0.4,1,0,No,No
1589,29,3,55,3,1.1,2,0,No,No
1590,57,32,124,1,0.2,2,0,No,Yes
1591,49,23,58,4,2.6,1,188,No,No
1592,39,13,72,2,2.8,1,0,No,No
1593,56,31,192,1,7.0,3,0,Yes,Yes
1594,63,38,83,3,1.8,2,0,No,No
1595,37,12,93,1,2.8,1,0,No,No
1596,56,26,38,3,1.0,3,110,No,No
1597,45,20,55,4,1.9,3,164,No,No
1598,66,41,11,3,0.1,3,0,No,No
1599,40,15,85,2,0.4,1,0,No,No
1600,50,24,124,1,4.9,1,266,No,No
1601,60,36,129,2,6.0,1,0,No,No
1602,31,7,180,1,4.3,1,0,No,No
1603,40,14,74,4,1.4,2,0,No,No
1604,36,6,138,1,7.0,3,86,No,Yes
1605,55,29,111,2,3.6,3,0,No,Yes
1606,54,28,83,3,0.8,1,0,No,No
1607,35,10,33,4,1.7,1,87,No,No
1608,55,29,21,4,0.7,3,0,No,No
1609,36,10,35,2,0.3,1,98,No,No
1610,66,41,105,1,0.8,3,0,Yes,No
1611,38,14,103,1,0.8,2,0,No,No
1612,58,32,75,2,2.3,3,0,No,No
1613,41,17,33,1,0.7,1,104,No,No
1614,60,34,52,4,1.7,2,0,No,No
1615,47,23,89,1,2.6,2,0,Yes,No
1616,62,36,63,1,2.5,3,0,No,No
1617,48,23,84,4,3.1,2,0,Yes,Yes
1618,61,36,44,4,2.1,1,0,No,No
1619,29,3,29,3,1.0,1,0,No,No
1620,45,21,29,1,0.3,3,0,No,No
1621,39,14,22,2,0.3,2,0,No,No
1622,31,6,53,4,2.2,1,114,No,No
1623,39,14,24,2,0.3,2,0,No,No
1624,63,38,153,1,1.3,1,455,No,No
1625,28,2,31,2,0.3,2,0,No,No
1626,56,30,21,2,0.7,2,0,No,No
1627,31,6,180,2,6.7,1,0,No,No
1628,46,20,82,3,0.7,2,0,No,No
1629,42,18,90,4,0.8,1,245,No,No
1630,53,29,154,4,7.4,3,0,No,Yes
1631,41,17,99,2,1.8,2,0,No,No
1632,61,36,153,1,2.6,2,0,Yes,Yes
1633,31,5,93,2,3.1,2,0,No,Yes
1634,62,38,53,1,0.0,2,0,No,No
1635,59,34,18,3,1.3,2,104,Yes,No
1636,49,24,70,1,2.9,1,0,No,No
1637,65,39,100,4,1.7,3,0,No,No
1638,30,6,193,3,6.3,3,0,No,Yes
1639,32,7,125,1,0.0,1,0,No,No
1640,56,31,68,2,0.0,3,0,No,No
1641,36,10,55,1,2.0,1,95,No,No
1642,58,34,152,4,3.6,3,0,No,Yes
1643,27,3,84,3,1.5,1,0,No,No
1644,41,16,13,2,0.0,3,0,No,No
1645,59,35,33,4,0.4,1,131,No,No
1646,56,32,89,4,1.0,2,90,No,No
1647,52,26,93,1,2.4,1,0,No,No
1648,35,5,68,4,1.8,3,0,No,No
1649,47,21,85,2,1.7,2,0,No,No
1650,29,4,73,1,0.8,2,0,No,No
1651,31,6,83,4,2.2,2,106,No,No
1652,62,36,158,2,6.3,3,0,No,Yes
1653,48,18,182,4,6.0,3,0,No,Yes
1654,26,1,24,2,0.9,3,123,No,No
1655,60,34,102,2,2.0,1,0,No,No
1656,35,11,53,3,2.8,1,0,No,No
1657,40,15,175,2,3.3,1,0,No,No
1658,31,5,28,3,1.0,1,0,No,No
1659,50,25,14,4,0.8,1,0,No,No
1660,33,7,139,1,4.0,3,106,Yes,Yes
1661,37,11,34,3,0.9,1,0,No,No
1662,38,14,64,1,1.5,3,0,No,No
1663,63,38,84,4,0.1,2,0,No,No
1664,57,32,42,3,0.5,2,0,No,No
1665,61,35,63,1,1.6,1,0,No,No
1666,37,12,100,3,1.2,3,341,No,No
1667,51,25,190,2,4.2,2,0,No,Yes
1668,44,20,22,1,1.0,1,91,No,No
1669,63,37,20,1,0.8,2,0,No,No
1670,43,18,21,2,1.4,2,0,No,No
1671,38,14,25,4,0.4,2,101,No,No
1672,34,9,20,4,1.1,3,0,No,No
1673,48,23,173,3,0.2,1,0,Yes,Yes
1674,29,5,81,2,2.5,1,0,No,No
1675,37,11,139,2,0.8,2,421,No,Yes
1676,60,35,119,2,3.9,1,0,No,No
1677,46,20,74,4,2.6,3,104,No,No
1678,34,10,42,1,1.5,2,131,No,No
1679,56,30,73,2,1.1,1,0,No,No
1680,57,31,114,4,5.2,1,0,Yes,Yes
1681,62,36,44,2,1.0,3,0,No,No
1682,32,8,141,2,4.33,1,0,No,No
1683,51,26,14,2,0.0,1,103,No,No
1684,55,29,33,2,0.4,3,0,No,No
1685,60,34,83,2,2.0,1,249,No,No
1686,40,16,89,4,0.8,1,155,No,No
1687,62,38,39,4,2.2,1,0,No,No
1688,63,39,83,3,2.0,3,0,No,No
1689,60,34,108,2,2.0,1,359,No,No
1690,59,34,21,3,1.3,2,0,No,No
1691,26,1,102,1,1.9,1,0,No,No
1692,56,32,48,1,1.6,3,0,No,No
1693,58,32,32,3,1.4,1,0,No,No
1694,57,31,43,1,0.2,1,0,No,No
1695,48,23,35,4,0.4,2,118,No,No
1696,30,6,184,1,6.0,1,0,No,No
1697,45,21,140,2,7.6,1,132,No,No
1698,64,38,32,3,0.7,2,0,No,No
1699,44,20,149,1,1.7,1,0,No,No
1700,51,25,15,4,0.6,3,0,No,No
1701,43,16,71,3,2.33,2,0,No,No
1702,29,3,108,4,1.8,2,0,No,No
1703,56,30,122,2,0.5,1,0,No,No
1704,65,41,40,3,0.1,3,0,No,No
1705,46,22,198,2,6.67,1,0,No,No
1706,48,24,79,4,1.4,2,0,No,No
1707,56,31,84,1,0.1,3,0,No,No
1708,61,37,31,3,0.4,2,0,No,No
1709,46,20,12,4,0.6,3,0,No,No
1710,58,34,88,2,1.6,1,0,No,No
1711,31,5,29,2,0.3,2,131,No,No
1712,27,3,201,1,6.33,1,158,No,No
1713,44,20,20,1,1.4,3,0,No,No
1714,44,20,15,1,1.0,1,0,No,No
1715,51,27,155,2,0.4,1,107,No,No
1716,39,13,25,3,0.2,2,0,No,No
1717,32,8,200,2,6.5,1,565,No,No
1718,33,7,101,1,2.7,2,233,No,No
1719,40,16,19,4,0.4,2,0,No,No
1720,36,12,188,2,6.5,1,0,No,No
1721,52,28,8,1,0.3,1,0,No,No
1722,54,29,59,2,2.3,3,152,No,No
1723,26,2,72,4,2.6,1,0,Yes,No
1724,39,15,55,1,1.5,3,0,No,No
1725,46,19,24,3,0.67,2,0,No,No
1726,57,32,19,1,1.3,1,0,No,No
1727,59,33,71,2,2.3,3,150,No,No
1728,52,26,54,2,1.5,2,0,No,No
1729,52,26,28,1,0.3,3,0,No,No
1730,50,20,25,4,0.4,3,0,No,No
1731,41,17,51,2,0.6,3,0,No,No
1732,43,19,125,3,2.4,1,0,No,Yes
1733,25,0,88,2,1.8,2,319,No,No
1734,40,16,125,2,2.2,1,0,No,No
1735,35,10,79,4,2.1,3,182,No,No
1736,60,36,31,3,0.4,2,0,No,No
1737,57,31,131,2,2.7,1,394,No,No
1738,44,19,70,1,0.2,2,230,No,No
1739,61,36,38,3,0.9,3,82,No,No
1740,33,7,83,1,2.5,1,0,Yes,No
1741,45,20,59,1,2.4,1,0,Yes,No
1742,45,21,121,1,4.7,1,0,No,No
1743,64,38,42,2,0.7,3,137,No,No
1744,50,24,32,4,1.8,1,109,No,No
1745,28,3,29,4,0.8,1,135,No,No
1746,37,12,40,2,1.1,2,0,No,No
1747,62,36,25,3,0.3,3,0,No,No
1748,29,5,21,4,0.4,2,89,No,No
1749,49,23,79,3,0.7,2,151,No,No
1750,46,22,52,2,2.1,3,221,No,No
1751,60,34,61,4,1.7,2,229,No,No
1752,55,31,25,2,0.2,1,0,No,No
1753,33,8,155,1,7.4,3,0,No,Yes
1754,53,29,25,2,0.4,1,0,No,No
1755,50,24,80,4,4.9,1,0,No,No
1756,28,3,55,4,1.7,2,0,No,No
1757,42,17,23,2,0.0,3,0,No,No
1758,33,9,60,1,1.2,1,0,No,No
1759,40,14,54,2,0.7,1,0,No,No
1760,31,6,44,4,0.8,1,0,No,No
1761,41,16,33,4,0.0,2,0,No,No
1762,52,27,45,2,2.0,2,121,No,No
1763,65,35,55,4,1.67,3,89,No,No
1764,48,24,134,1,5.0,1,0,No,No
1765,45,21,44,3,0.6,2,0,No,No
1766,26,0,149,2,7.2,1,154,No,No
1767,64,38,22,2,0.2,3,0,No,No
1768,41,14,74,3,2.33,2,0,No,No
1769,43,18,128,4,5.3,1,84,No,Yes
1770,60,36,62,4,2.2,1,0,No,No
1771,62,37,9,1,0.1,1,94,No,No
1772,46,21,9,2,0.7,3,0,No,No
1773,36,11,15,2,0.3,2,119,No,No
1774,31,5,28,4,0.8,1,0,No,No
1775,43,18,83,3,0.5,3,0,No,No
1776,46,22,73,1,0.8,3,117,No,No
1777,50,26,42,4,1.1,2,151,No,No
1778,52,27,34,2,0.7,2,114,No,No
1779,27,3,32,3,1.0,2,0,No,No
1780,34,9,68,1,2.8,1,0,No,No
1781,49,24,82,1,2.9,1,267,No,No
1782,52,26,19,2,0.7,2,0,No,No
1783,37,11,60,2,2.8,1,181,No,No
1784,53,27,192,1,1.7,1,601,No,No
1785,54,29,119,3,2.0,1,0,Yes,Yes
1786,29,3,190,2,4.5,1,0,No,No
1787,35,11,34,1,1.5,2,0,No,No
1788,32,6,44,4,0.2,1,0,Yes,No
1789,38,13,23,4,0.2,3,0,No,No
1790,44,20,171,4,0.7,1,567,Yes,Yes
1791,44,20,43,1,0.3,3,0,No,No
1792,48,22,139,1,0.0,1,0,Yes,No
1793,46,20,118,1,5.7,1,0,Yes,No
1794,35,9,113,3,0.8,3,0,No,Yes
1795,56,32,98,3,3.9,3,0,No,Yes
1796,49,24,70,1,2.9,1,0,No,No
1797,57,32,42,2,2.1,3,0,No,No
1798,35,10,143,1,8.6,1,0,No,No
1799,44,20,185,3,2.7,1,0,No,Yes
1800,38,14,28,4,0.4,2,100,No,No
1801,57,33,45,3,1.5,1,181,Yes,No
1802,35,10,78,1,2.6,2,0,No,No
1803,29,3,121,2,1.3,1,0,No,No
1804,58,32,59,1,1.6,1,0,No,No
1805,40,16,64,4,2.67,1,0,No,No
1806,51,26,15,2,0.0,1,114,No,No
1807,61,36,10,1,0.1,1,0,No,No
1808,46,20,61,2,0.4,3,0,No,No
1809,55,31,50,4,1.5,1,0,No,No
1810,35,10,79,4,2.1,3,0,No,No
1811,60,34,35,1,0.2,1,0,No,No
1812,28,3,11,4,0.5,3,0,No,No
1813,43,19,128,1,4.7,1,0,No,No
1814,61,36,55,3,0.9,3,0,No,No
1815,48,22,79,3,0.7,2,0,No,No
1816,65,39,18,2,0.4,1,0,Yes,No
1817,45,19,91,2,1.7,2,0,No,No
1818,36,11,9,4,0.2,3,0,No,No
1819,45,20,62,2,2.2,3,0,No,No
1820,60,34,59,1,1.6,1,231,No,No
1821,47,22,25,1,0.1,1,148,No,No
1822,32,7,54,4,1.3,1,0,No,No
1823,48,23,112,1,5.1,2,86,Yes,Yes
1824,33,8,125,1,0.0,1,0,No,No
1825,49,23,194,4,8.3,2,0,No,Yes
1826,56,32,161,1,5.8,3,0,No,Yes
1827,59,33,35,1,0.2,1,171,No,No
1828,56,30,113,2,2.7,1,352,No,No
1829,30,4,25,2,0.3,2,0,No,No
1830,59,29,45,3,2.0,3,0,No,No
1831,38,13,119,2,7.8,1,221,No,No
1832,47,22,30,4,0.4,2,115,No,No
1833,54,29,79,4,3.8,2,0,No,No
1834,34,9,178,1,0.8,3,0,No,Yes
